x,y
1.864257965087890625e+02,9.357137298583984375e+01
1.859299774169921875e+02,9.655893707275390625e+01
1.852206726074218750e+02,9.950054931640625000e+01
1.845711517333984375e+02,1.024572753906250000e+02
1.837537536621093750e+02,1.053739089965820312e+02
1.828499145507812500e+02,1.082642288208007812e+02
1.817813262939453125e+02,1.110985412597656250e+02
1.806410522460937500e+02,1.139047088623046875e+02
1.794210052490234375e+02,1.166773529052734375e+02
1.780817565917968750e+02,1.193938293457031250e+02
1.765930328369140625e+02,1.220310974121093750e+02
1.749611053466796875e+02,1.245831222534179688e+02
1.732803649902343750e+02,1.271033325195312500e+02
