x,y
1.202814025878906250e+02,6.812058258056640625e+01
1.206567001342773438e+02,7.080326843261718750e+01
1.201139068603515625e+02,7.346573638916015625e+01
1.193158416748046875e+02,7.606121826171875000e+01
1.182684173583984375e+02,7.856470489501953125e+01
1.167582168579101562e+02,8.081917572021484375e+01
1.151345825195312500e+02,8.299785614013671875e+01
1.136490631103515625e+02,8.526619720458984375e+01
1.125310974121093750e+02,8.773509216308593750e+01
1.117317199707031250e+02,9.032632446289062500e+01
1.114204406738281250e+02,9.298167419433593750e+01
1.121624832153320312e+02,9.558152008056640625e+01
1.135133285522460938e+02,9.791535186767578125e+01
1.154537429809570312e+02,9.981450653076171875e+01
1.178972549438476562e+02,1.010030441284179688e+02
1.204998092651367188e+02,1.017754821777343750e+02
1.231972732543945312e+02,1.020268173217773438e+02
1.259139862060546875e+02,1.020391464233398438e+02
1.286306304931640625e+02,1.020009002685546875e+02
1.313354797363281250e+02,1.017685012817382812e+02
1.339912567138671875e+02,1.011944046020507812e+02
1.367027893066406250e+02,1.010187606811523438e+02
1.394143981933593750e+02,1.008441619873046875e+02
1.420839843750000000e+02,1.003645477294921875e+02
1.447759552001953125e+02,1.000391082763671875e+02
1.474898681640625000e+02,9.992324066162109375e+01
1.502034759521484375e+02,1.000141296386718750e+02
1.514515228271484375e+02,1.020302505493164062e+02
1.511423797607421875e+02,1.047298278808593750e+02
1.508382110595703125e+02,1.074297027587890625e+02
1.503210906982421875e+02,1.100972747802734375e+02
1.500491790771484375e+02,1.127970504760742188e+02
1.498497467041015625e+02,1.155069427490234375e+02
1.493411254882812500e+02,1.181705474853515625e+02
1.490298919677734375e+02,1.208637084960937500e+02
1.489637451171875000e+02,1.235791931152343750e+02
1.489558410644531250e+02,1.262963790893554688e+02
1.491190185546875000e+02,1.290083007812500000e+02
1.498927917480468750e+02,1.316099700927734375e+02
1.511607971191406250e+02,1.340065155029296875e+02
1.529475555419921875e+02,1.360462493896484375e+02
1.549636077880859375e+02,1.378622894287109375e+02
1.573678131103515625e+02,1.391124420166015625e+02
1.600094146728515625e+02,1.397322082519531250e+02
1.626675567626953125e+02,1.391755981445312500e+02
1.650886535644531250e+02,1.379641113281250000e+02
1.673469238281250000e+02,1.364532775878906250e+02
1.696423187255859375e+02,1.350009765625000000e+02
1.720550994873046875e+02,1.337576904296875000e+02
1.745956420898437500e+02,1.328019561767578125e+02
1.772209167480468750e+02,1.321107788085937500e+02
1.799337005615234375e+02,1.319554138183593750e+02
1.826467285156250000e+02,1.320597534179687500e+02
1.852920227050781250e+02,1.326114349365234375e+02
1.877937469482421875e+02,1.336396942138671875e+02
1.900222167968750000e+02,1.351759490966796875e+02
1.917841949462890625e+02,1.372266540527343750e+02
